SK_ID_CURR,TARGET
100001,0.05814602746566645
100005,0.09366705381922749
100013,0.07341506311736849
100028,0.05957578348123928
100038,0.11068595302686421
100042,0.05238667997410131
100057,0.09254517166411172
100065,0.14988797055714578
100066,0.08061121582648832
100067,0.10334737001174063
100074,0.04540520464419092
100090,0.07987275389404255
100091,0.08529379026979407
100092,0.0602914528136156
100106,0.12511348121910762
100107,0.11261037016060045
100109,0.05937557620701325
100117,0.06858731014105174
100128,0.09051065203602911
100141,0.06252157639052183
100150,0.10227929244495511
100168,0.052593806216698354
100169,0.048253525838944065
100170,0.09633217405490978
100171,0.11278762198840721
100172,0.07853034835223986
100184,0.058474439816838114
100187,0.05076797794904498
100212,0.07425411957669163
100222,0.052720339558424395
100223,0.08271830364780743
100232,0.08137728803504124
100241,0.1090140782259185
100245,0.08561373747885763
100253,0.06811568145724267
100256,0.14961460253851602
100271,0.03395141742202218
100278,0.09672241832890537
100280,0.09477856194546902
100306,0.15485590218044565
100311,0.06629959864925465
100312,0.06740524610002151
100330,0.0766934161798909
100331,0.0801444611714134
100352,0.078065018256755
100358,0.05602460850754292
100367,0.0818639175627378
100382,0.12304898355230338
100384,0.09258083788357198
100385,0.11271517510251722
100386,0.08210178468286743
100399,0.06177956373759399
100404,0.0547381737708782
100416,0.06377241114318367
100422,0.08751781601215543
100426,0.0664369989300396
100438,0.09637698072813626
100444,0.13894262327398352
100445,0.12277662343369551
100446,0.1362417443278089
100447,0.05629454104097848
100450,0.05366860731839139
100466,0.04861916359662051
100483,0.0690392320919891
100484,0.03683722260642005
100494,0.0926844054216506
100510,0.09964812888367548
100512,0.05141661941156452
100517,0.06749381246303003
100548,0.05037119438729373
100551,0.049527341792877724
100552,0.1275995257678289
100553,0.13696112849491424
100561,0.1308399168663059
100568,0.14208608397044872
100569,0.07241771206819081
100591,0.0956772312835479
100592,0.05065941058720615
100602,0.10356325056277121
100607,0.09324845929781216
100613,0.07021669835820327
100617,0.08608105875674865
100618,0.06777943849022877
100622,0.15065895114045877
100625,0.08574316837325598
100677,0.07332084576698668
100699,0.11207678919134294
100702,0.14503728328757406
100711,0.056722624519250656
100729,0.10539284413114569
100740,0.10508473075819505
100744,0.10208594974480228
100745,0.08754912684205136
100747,0.11755042579440886
100751,0.0808395549611805
100752,0.07257173640252061
100753,0.09452719114659118
100754,0.08302509160167075
100760,0.08690769135806464
100762,0.06773054671145055
100763,0.09052834676835761
100765,0.08339726237476422
100770,0.13594666207223075
100772,0.09961449593883027
100777,0.09906249023678006
100791,0.08904991341593037
100792,0.07820062169754219
100797,0.06156476094500256
100823,0.11760344210645221
100826,0.07644670474128273
100830,0.05387005934621956
100836,0.12429756534568334
100872,0.11684993807054736
100910,0.09067033306057075
100913,0.042882017049559774
100918,0.13727235681065691
100931,0.07617577783449239
100952,0.12111449594190415
100953,0.06986310864847786
100965,0.06634107355406228
100970,0.05960117178805161
100982,0.10715934012558852
100983,0.08578894876102817
100984,0.09029123523649234
100987,0.11598535804435381
100997,0.10470810209880743
100998,0.12708175199318142
101002,0.08583195630692618
101005,0.12009641276919863
101008,0.11845097178908001
101020,0.07221553981884171
101021,0.0672484676486918
101024,0.10878399565093332
101025,0.13545283061165958
101026,0.05239451755820839
101031,0.07790585642290272
101041,0.06415038378450756
101051,0.07040332282771507
101055,0.08800764141553827
101056,0.10590745197851897
101057,0.1409315561545302
101064,0.0559663012212562
101079,0.057730420479313566
101087,0.11129705243316786
101090,0.05234383070267376
101092,0.08203657337786205
101097,0.059987434653426416
101099,0.04697575949715976
101107,0.06676863985253641
101118,0.06565611673711268
101125,0.09487964944697871
101126,0.07995526764797539
101128,0.08028837716363112
101136,0.11954042269110209
101140,0.09018726259330466
101149,0.062071323365028845
101160,0.04974869753000707
101169,0.0701108639952519
101181,0.05891396590116219
101186,0.07281214185228105
101190,0.07480830457060494
101193,0.14554010180033813
101194,0.09222934759354609
101198,0.12739917601075032
101200,0.07155907869268312
101204,0.09512307139841919
101211,0.05729282507218409
101213,0.09763238574827818
101223,0.1019024669990728
101225,0.0923156689595433
101237,0.05887039198614317
101243,0.054449909082004096
101244,0.10627032859615916
101258,0.04316179118734143
101259,0.10451727298890505
101268,0.09731262659236278
101269,0.05383851556214753
101271,0.06717973957311706
101279,0.04898394197021311
101281,0.045031254529370235
101287,0.08879636566254594
101292,0.04966927641774486
101294,0.07134141781194224
101296,0.050821022437664384
101297,0.07595565739477601
101299,0.07048829862026683
101301,0.08463548038457111
101305,0.051716657170294895
101308,0.07446178095574812
101318,0.057828686964321106
101327,0.10734675824488969
101329,0.095317441847963
101332,0.05539066317545392
101337,0.05839606876506227
101343,0.06868818783611164
101345,0.09258271441050639
101346,0.07866482889834614
101353,0.07154222457117024
101354,0.10157366398088946
101355,0.07138124152800743
101356,0.04544401173570199
101362,0.10100880492889885
101363,0.11235402448437433
101365,0.05400456652112155
101366,0.06166368285806034
101367,0.11447944096389084
101368,0.0894108313559308
101374,0.1400061706393158
101380,0.061705832283311945
101383,0.06516717246560333
101398,0.04783398040125294
101399,0.07751862366632983
101401,0.08370251014690686
101412,0.09925308102050115
101426,0.08124049627769273
101427,0.10808870999776546
101428,0.12350130281616284
101429,0.08439875893329034
101434,0.06194714945708114
101440,0.0884232361227939
101448,0.07320423418321696
101449,0.06338539248595675
101465,0.10690263430275501
101467,0.10019334058222235
101472,0.15046972257719365
101478,0.06666928686228019
101497,0.05278397807068572
101504,0.03999599994081008
101547,0.09693090631860872
101548,0.09417385545033095
101555,0.05991751765376539
101570,0.06996306867972722
101572,0.06684821760101207
101578,0.08346944759668759
101580,0.05792664023450747
101588,0.08172048302254538
101602,0.09240019751164899
101610,0.0965015133933902
101614,0.08692561786976148
101616,0.09139387506486657
101643,0.07732775878201406
101644,0.07729079814169287
101649,0.10220748018667958
101650,0.08507346729305419
101665,0.05198311433923177
101667,0.11388425456144481
101669,0.05808132737897466
101674,0.13095211817448754
101675,0.06613036791351827
101678,0.06132002865126539
101682,0.11594606006442329
101686,0.058303606973667786
101697,0.11654291246094721
101700,0.08807946986687343
101711,0.06537569685984566
101714,0.04962411653869506
101715,0.08611000556401886
101728,0.06701032838046546
101732,0.06114557738904972
101757,0.04934835457083845
101758,0.14357738065591125
101759,0.08405685369162556
101762,0.0467614951027818
101764,0.0731560251611989
101780,0.12546953310586662
101784,0.06877816845848281
101789,0.07004987244955217
101816,0.05126501276570939
101819,0.09367572379987928
101827,0.054646283257292684
101863,0.07845240933094447
101867,0.07164661844637045
101870,0.07395527649378057
101873,0.09591210818645167
101878,0.09912316665060401
101879,0.041766822614172965
101880,0.06419298952511755
101887,0.11936930883497161
101897,0.05641291408911835
101901,0.08825524739882401
101903,0.1593759213547739
101920,0.05746063513248871
101921,0.06588604974020393
101922,0.0733535068317211
101961,0.16355595261894876
101962,0.132571095099855
101971,0.10038121783366322
101976,0.11501305551729436
102002,0.08330421377233067
102005,0.062221493345532314
102007,0.0959478507060436
102017,0.05814806198288483
102019,0.09590904411064578
102029,0.07065431853369558
102051,0.09740145014036983
102052,0.08132102761353831
102054,0.0981379453722609
102062,0.10539842112177703
102067,0.07129234390502705
102068,0.10798276386446327
102070,0.06858137939480663
102090,0.050624181048061115
102092,0.15845729153643173
102099,0.1470522006676206
102100,0.04435902573440483
102112,0.09165603246402419
102113,0.10894657070819892
102122,0.058293251411897784
102123,0.04015938809970446
102125,0.0802603613218735
102126,0.12738517239569597
102146,0.13322040641091273
102147,0.06728749933590952
102151,0.10124279666310862
102158,0.06445953463434252
102159,0.06455133141350054
102162,0.10068496642247765
102165,0.09417808293372881
102166,0.06916311282440099
102174,0.07762734591247736
102193,0.07855137387006664
102198,0.06653776189868983
102205,0.06143021660336485
102206,0.07467548598722097
102218,0.06185639844641169
102221,0.06999154994047478
102230,0.07922556710916023
102238,0.11916686253460304
102248,0.04127606154468387
102252,0.10456216836915384
102259,0.06535972896517968
102262,0.11418943760481036
102273,0.07366373144997056
102286,0.053006510199445946
102293,0.06411472832377917
102294,0.08110109152406345
102296,0.0719456526494211
102298,0.08976198730616178
102303,0.03937169662307489
102309,0.08081486058098812
102315,0.08595490461216898
102340,0.08668581519089762
102342,0.051664233253874925
102344,0.04807972294540688
